Sample,MCC 1,MCC 2,MCC 3,MCC 4,MCC 5,MCC 6,MCC 7,MCC 8,MCC 9,MCC 10,MCC 11,MCC 12,MTC 10,MTC 1,MTC 2,MTC 3,MCC 13,MTC 4,LCNEC 14,LCNEC 15,LCNEC 1,LCNEC 2,LCNEC 3,MCC 14,MCC 15,MCC 16,MCC 17,PCC 1,PCC 2,PCC 3,PCC 4,PCC 5,PCC 6,PCC 7,PCC 8,PCC 9,PCC 10,PGL 1,PGL 2,PCC 11,PGL 3,PGL 4,PGL 5,PGL 6,PCC 12,PGL 7,PGL 8,PanNET 1,PanNET 2,PanNET 3,PanNET 4,PanNET 5,PanNET 6,PanNET 7,PanNET 8,PanNET 9,PanNET 10,INET 1,INET 2,INET 32,INET 3,INET 4,INET 5,INET 6,INET 7,INET 8,INET 9,INET 10,INET 11,INET 12,INET 13,INET 14,AppNET 2,AppNET 3,AppNET 4,AppNET 5,AppNET 6,AppNET 7,AppNET 9,PanNET 11,AppNET 10,RNET 1,RNET 2,RNET 3,PanNET 12,PitNET 1,PitNET 2,PitNET 3,PitNET 4,PitNET 5,PitNET 6,PitNET 7,PitNET 8,PitNET 9,PitNET 10,SCLC 1,SCLC 2,SCLC 3,SCLC 4,SCLC 5,TC 1,TC 2,TC 14,TC 3,AC 7,AC 8,AC 9,AC 10,AC 11,AC 12,AC 13,AC 14,AC 15,MTC 5,MTC 6,MTC 7,MTC 8,MTC 9,AppNET 11,AppNET 12,AppNET 13,INET 15,INET 16,INET 18,INET 19,INET 20,INET 21,INET 22,INET 23,PanNET 13,PanNET 14,PanNET 15,PanNET 16,PanNET 17,PanNET 18,PanNET 19,PanNET 20,RNET 4,RNET 5,AppNET 14,AppNET 15,INET 24,INET 25,INET 26,INET 27,INET 28,INET 29,INET 30,INET 31,PanNET 21,PanNET 22,PanNET 23,PanNET 24,PanNET 25,PanNET 26,PanNET 27,PanNET 28,RNET 6,RNET 7,TC 4,TC 5,TC 6,TC 7,TC 8,TC 9,TC 10,AC 1,AC 2,AC 3,AC 4,AC 5,LCNEC 4,LCNEC 5,LCNEC 6,LCNEC 7,LCNEC 8,LCNEC 9,LCNEC 10,SCLC 6,SCLC 7,SCLC 8,SCLC 9,SCLC 10,TC 11,TC 12,TC 13,AC 6,LCNEC 11,LCNEC 12,LCNEC 13,SCLC 11,NB 1,NB 2,NB 3,NB 4,NB 5,NB 6,NB 7,NB 8,NB 9,NB 10,NB 27,NB 11,NB 12,NB 13,NB 14,NB 15,NB 16,NB 17,NB 18,NB 19,NB 20,NB 21,NB 22,NB 23,NB 24,NB 25,NB 26,PTA 1,PTA 2,PTA 3,PTA 4,PTA 5,PTA 6,PTA 7,PTA 8,PTA 9,PTA 10,PTA 11,PTC 1,PTC 2,PTC 3,PTC 4
Epithelial_status,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Non-epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Epithelial
Pathological_type,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MCC,MTC,MTC,MTC,MTC,MCC,MTC,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,MCC,MCC,MCC,MCC,PCC,PCC,PCC,PCC,PCC,PCC,PCC,PCC,PCC,PCC,PGL,PGL,PCC,PGL,PGL,PGL,PGL,PCC,PGL,PGL,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,INET,AppNET,AppNET,AppNET,AppNET,AppNET,AppNET,AppNET,PanNET,AppNET,RNET,RNET,RNET,PanNET,PitNET,PitNET,PitNET,PitNET,PitNET,PitNET,PitNET,PitNET,PitNET,PitNET,SCLC,SCLC,SCLC,SCLC,SCLC,TC,TC,TC,TC,AC,AC,AC,AC,AC,AC,AC,AC,AC,MTC,MTC,MTC,MTC,MTC,AppNET,AppNET,AppNET,INET,INET,INET,INET,INET,INET,INET,INET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,RNET,RNET,AppNET,AppNET,INET,INET,INET,INET,INET,INET,INET,INET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,PanNET,RNET,RNET,TC,TC,TC,TC,TC,TC,TC,AC,AC,AC,AC,AC,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,LCNEC,SCLC,SCLC,SCLC,SCLC,SCLC,TC,TC,TC,AC,LCNEC,LCNEC,LCNEC,SCLC,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,NB,PTA,PTA,PTA,PTA,PTA,PTA,PTA,PTA,PTA,PTA,PTA,PTC,PTC,PTC,PTC
hsa-let-7a(3),-4.402682192,-3.344403319,-2.65857581,-3.79869315,-3.370393839,-3.032494289,-3.367162921,-3.09596393,-2.780162915,-4.26209873,-3.3953568,-3.892530506,-7.319000869,-5.112996404,-6.456178996,-5.937228421,-4.67449009,-4.845489117,-6.405414432,-5.49104893,-7.01506106,-4.959598741,-4.65667769,-4.850067677,-3.445878748,-3.541975511,-3.614680156,-5.674868779,-4.777243305,-4.973981228,-4.488508323,-4.214432072,-5.040180551,-4.813162229,-4.477175951,-4.638082298,-4.836237745,-4.660815758,-4.382140539,-5.166846661,-5.120781206,-6.17135172,-4.341907198,-4.956110232,-4.684423936,-4.398882866,-4.460850438,-4.895906537,-5.046418841,-4.156539284,-5.023879647,-4.141637742,-4.023156128,-4.038054703,-4.021793504,-3.985365424,-4.106343368,-5.206149898,-5.307025719,-8.495225993,-5.19099633,-5.912355301,-5.475480822,-4.920661357,-7.088310337,-5.531005188,-6.02564787,-7.464002912,-7.020976437,-6.589783159,-6.48803567,-6.162698527,-5.591846252,-6.723083934,-6.530673164,-5.55674437,-5.585333689,-5.338960849,-6.097535634,-6.375857275,-6.572506149,-5.654693866,-6.717621232,-5.712930607,-3.907719392,-5.942069125,-5.891675061,-5.502515224,-5.250608087,-4.898895677,-5.512551009,-5.833025013,-6.159032469,-5.838660428,-5.996414137,-5.981692262,-6.00867359,-4.068970104,-5.162762429,-4.83772678,-5.148541682,-6.14120875,-5.802079864,-5.867917987,-5.441120283,-5.449307732,-5.469641918,-6.106865328,-5.354216209,-6.562304098,-5.323205564,-4.481080676,-5.620566538,-6.587729144,-5.534412365,-5.258352404,-5.932265554,-5.921639128,-7.08993375,-6.911862296,-6.951963857,-6.687861486,-6.638566927,-6.594045321,-6.464683434,-6.726218144,-6.493593668,-6.311750238,-8.017212126,-6.269878171,-7.370614762,-7.442829534,-6.338261817,-5.684764641,-5.933430099,-6.830666438,-7.392618388,-6.062876673,-7.846006082,-6.564765539,-5.682675346,-6.036509611,-5.849610626,-7.625069857,-7.276758541,-6.867811087,-7.052719112,-5.551967097,-6.584998591,-5.912964386,-6.579319236,-6.685899809,-5.203745102,-7.658649854,-4.877394437,-5.997019678,-7.991151665,-7.397054631,-6.723721907,-4.76358574,-7.019152464,-4.972273305,-5.048664011,-4.84407322,-5.771266647,-4.817663538,-4.608898129,-3.333513109,-5.441677561,-4.635282647,-5.134826811,-4.283054821,-5.778026229,-4.627524481,-5.183293315,-3.934415819,-5.668643901,-5.611317261,-4.518400441,-3.96284707,-4.639211194,-4.26208359,-5.495466155,-4.61733533,-7.974783229,-4.88739115,-4.141002506,-4.352944262,-4.900420157,-4.767166478,-4.749811919,-3.868825589,-5.663685193,-6.086053658,-5.095359633,-3.982838184,-3.453111284,-7.399684254,-3.881388187,-4.900734445,-4.947404357,-6.006957843,-4.734058548,-3.222221882,-3.551596906,-3.241439923,-4.896303233,-4.860511018,-4.793523393,-4.663462733,-4.531633671,-4.709178063,-5.37094725,-6.364096752,-4.920369653,-4.148034523,-5.383667918,-5.340457127,-4.896860404,-4.298562939,-4.571075118,-4.921503714,-5.234529344,-4.864248741,-4.815084464,-4.253235188,-4.29458377,-4.560400845,-4.552406108,-4.838202731,-5.207816533,-3.946522958,-4.66861064
hsa-let-7a-1STAR(2),-11.78301617,-11.59635905,-10.69498545,-11.34617383,-10.96910807,-10.57109672,-11.4132708,-11.77201627,-10.82086155,-11.58833445,-11.19643301,-11.88026724,-13.63150713,-12.48219888,-13.41778129,-13.82066011,-12.23083243,-12.23354938,-13.22568776,-13.83596046,-13.63877087,-12.33313661,-12.04410452,-13.04330975,-10.85163453,-11.64905999,-12.95150183,-15.00793253,-14.30308636,-13.35228895,-13.34252136,-13.06499249,-13.3889603,-13.59901525,-13.43942653,-13.68883119,-13.16780726,-14.37009937,-14.01335119,-13.8374619,-12.76954497,-12.59288049,-13.43751238,-13.27716974,-13.03427938,-13.94437907,-13.31669368,-14.87397308,-15.21380544,-14.01729194,-13.91358258,-14.33902467,-13.08779555,-13.99287944,-13.49318283,-14.8072229,-12.21300397,-14.01705482,-15.05964725,-12.76377267,-13.40596754,-14.59805365,-14.49732067,-12.74560644,-13.13423378,-14.57605257,-13.98454276,-33.21928095,-15.46332291,-15.27864329,-15.10833866,-14.20124204,-14.11087521,-14.00591277,-15.26306224,-11.9166499,-14.44931817,-13.77368646,-14.3997535,-14.48451931,-15.46043733,-13.27796372,-14.30968551,-13.06529742,-12.58178601,-13.95718389,-15.27293044,-14.35365011,-13.00070475,-13.98011189,-12.32053995,-14.07354648,-14.59575086,-14.33514539,-14.56834149,-13.51729664,-14.17391084,-10.98918285,-13.48645537,-12.35541009,-13.13916719,-14.9553804,-14.38191432,-13.68465673,-12.70259751,-12.45516486,-12.95218526,-13.65468755,-12.60952874,-12.3133517,-12.83298848,-11.6730109,-13.15207318,-13.50806215,-12.76114989,-12.20630689,-12.85773614,-12.9542326,-15.03567469,-14.99499039,-14.69714235,-15.20707039,-14.76492913,-15.5016762,-13.38958432,-14.89619016,-13.50332899,-13.70617006,-14.73269371,-33.21928095,-33.21928095,-14.52316742,-14.17057851,-14.59974137,-14.05524599,-13.90166067,-12.73990812,-13.02132822,-13.28385523,-12.79220958,-13.78610965,-14.44833802,-13.49455835,-16.00287194,-13.61708815,-12.95743477,-13.03282436,-13.3580257,-13.70902841,-13.4750189,-14.96507381,-14.97633919,-12.9934173,-15.27070741,-12.60171784,-12.76013354,-13.09327786,-14.50281973,-13.4574939,-10.60603789,-13.56512607,-11.5764689,-11.31654209,-11.1281009,-12.87224745,-11.56396926,-10.30571875,-9.912322753,-11.44831825,-11.47844409,-11.6326712,-10.41614434,-11.03105062,-10.5806598,-11.91124367,-10.92759943,-11.76387336,-12.23790407,-10.5021159,-10.22242775,-10.22536135,-9.923819988,-11.27652894,-11.63276585,-15.69269462,-11.3302687,-10.85800445,-10.80213403,-11.35786523,-11.70811212,-10.92060128,-11.12088376,-12.67502273,-13.20295999,-13.05838079,-11.45511034,-11.71816922,-15.70363516,-11.46386498,-11.5829776,-13.91848837,-13.73517101,-13.16627805,-11.80430015,-12.14614802,-11.17809155,-11.66847186,-13.08883187,-12.811158,-12.81874788,-13.20479196,-12.49908511,-13.14554449,-13.39422458,-13.8207584,-11.6563925,-12.46423359,-13.02375979,-13.94622913,-13.14325347,-12.87816491,-13.54429577,-12.81658435,-13.78856798,-12.96775799,-12.91905112,-11.50744481,-12.8618689,-11.88577462,-12.19474845,-14.32928855,-12.2119613,-13.14284779
hsa-let-7b(1),-6.875303627,-6.780688755,-4.811894814,-5.734237537,-5.347206793,-4.653961564,-6.448115806,-4.730951354,-4.499783541,-7.440485075,-5.263425139,-7.039327025,-9.971326068,-6.949853697,-8.718458508,-8.475725898,-6.517470788,-6.740011865,-7.498299979,-7.590399283,-7.522866979,-6.801748644,-5.26950794,-6.507267772,-6.280685528,-4.210554074,-4.468652524,-7.118786412,-6.542252625,-7.492584828,-6.404014242,-6.389970572,-7.874590117,-7.294822773,-6.37489738,-6.74527414,-6.193776365,-7.00365237,-6.383664941,-7.021391114,-7.68729302,-7.872626405,-6.000975523,-7.474056022,-6.780171335,-6.381711034,-6.254564543,-5.72572323,-6.841539359,-5.264335479,-4.818506436,-5.07928712,-4.298401707,-4.011856801,-4.144003002,-3.84489783,-4.431068285,-6.526467642,-6.634830314,-8.470622935,-6.783125408,-6.87812955,-6.736045896,-6.364379936,-7.871011532,-6.294432181,-6.642826772,-7.768303754,-7.852676185,-7.383132233,-7.167083446,-6.922920633,-6.342610289,-6.725721156,-7.443590609,-6.563733598,-6.002954109,-5.318937954,-7.016394889,-7.726273121,-6.365432432,-6.227089626,-6.811590869,-6.567367343,-5.692277757,-7.818552177,-7.711945811,-8.120436858,-7.41408904,-7.343547319,-7.999564538,-7.200170075,-7.466655599,-8.030051093,-8.466589336,-7.239273759,-7.059795863,-5.092487421,-6.987079077,-6.320547509,-6.469604994,-7.435782362,-6.468935197,-6.883498506,-7.715489404,-6.964881791,-7.421560868,-8.555643945,-7.088524847,-9.022031961,-7.064010234,-5.978077463,-7.464142723,-8.476578727,-7.597631871,-7.316791349,-8.400515878,-8.327257685,-5.836591324,-5.986609969,-7.30582894,-6.789619682,-6.633719009,-6.971908484,-7.084561884,-7.350943628,-6.057578385,-6.464901881,-6.874712715,-5.292415871,-7.092502899,-7.08001665,-6.09072357,-6.841586543,-5.53262207,-6.133626754,-8.291288791,-6.090879229,-6.971819391,-5.812886467,-5.592348951,-7.250486124,-5.952840056,-7.847670389,-8.226887919,-7.818467539,-7.771541299,-6.423396088,-6.670079888,-5.254558715,-6.782058807,-7.466297043,-4.838795364,-6.51065284,-6.036489766,-6.524871619,-6.469734476,-7.678619793,-7.042338239,-5.184439652,-6.633441007,-7.827159207,-6.605998229,-6.031796202,-5.135606269,-6.885504344,-5.252191529,-4.042738329,-5.99916706,-6.602485842,-6.092750977,-4.57531085,-6.45919493,-5.322943617,-5.205630498,-5.933282639,-6.169561927,-6.269174451,-5.801437908,-5.486516448,-5.888883683,-4.402609107,-6.33432381,-6.079032536,-6.045667983,-7.838319424,-5.7489223,-5.801314384,-6.283719194,-5.582622514,-6.122400781,-5.9993496,-8.511877869,-8.391135504,-6.595110899,-5.414414303,-5.718161445,-9.512950805,-5.483178046,-7.298710125,-5.799005656,-8.646574521,-4.843361447,-5.279643075,-4.659109116,-4.203085409,-7.530752891,-5.949905353,-6.678799987,-6.293679565,-5.298741541,-6.370576908,-6.147178352,-9.119975094,-5.845404054,-5.280293543,-6.962429011,-7.091552401,-7.158551272,-6.711147831,-6.730115846,-7.203804544,-7.428347302,-7.350514771,-7.260006971,-6.98379247,-7.043189396,-7.197287602,-8.041087299,-7.857262792,-8.032745081,-5.523039379,-8.097684653
hsa-let-7bSTAR(1),-33.21928095,-33.21928095,-15.86150006,-16.83802692,-13.96910807,-15.61549084,-16.86151102,-14.5192502,-16.14278964,-17.08018754,-14.86885836,-33.21928095,-16.51214601,-14.17269003,-15.26329448,-15.08843244,-15.09087424,-15.01880697,-14.94189479,-15.97060999,-14.8814077,-14.76687107,-13.99721116,-15.24587752,-16.14299093,-13.52902929,-14.61142639,-14.07832185,-16.07712662,-15.53486019,-14.60036755,-14.70137849,-16.43043694,-15.54217692,-15.11459039,-15.48297049,-14.40294699,-15.07931997,-15.45031253,-15.99016575,-15.93451833,-15.77539945,-13.99499249,-15.72275631,-14.65279444,-15.00908021,-14.85674376,-16.053754,-16.96815311,-14.99476165,-15.11352015,-14.60722078,-14.69265761,-13.93629591,-13.70097124,-14.66971937,-13.76962954,-14.35392322,-15.67302431,-33.21928095,-15.21776118,-15.47498944,-15.25339509,-14.27957347,-14.34068465,-15.02491773,-15.02590206,-33.21928095,-17.06581146,-16.83503664,-17.88092816,-15.1871413,-14.75785943,-15.01618111,-17.09158178,-13.52456182,-14.65304675,-14.37896895,-15.79540242,-16.40390085,-15.80332505,-14.12210533,-15.90484378,-13.90408485,-13.39602931,-15.1115815,-19.36039328,-15.41778045,-15.21506063,-16.67180486,-16.02171442,-15.5329781,-15.97822049,-15.90322574,-17.23116844,-18.80269886,-14.67937264,-12.9219458,-15.58339185,-14.20242619,-15.03076312,-16.42486568,-14.38191432,-15.11414539,-14.8514731,-14.39434579,-14.90728009,-16.45384512,-13.92650196,-16.41714978,-15.15491658,-14.09571977,-15.18311543,-16.09302465,-14.95502962,-13.9067957,-17.05937,-14.37692367,-14.92875949,-15.01636404,-15.11217985,-18.47909358,-15.81304398,-18.96110782,-15.3642934,-16.24491832,-15.0882915,-33.21928095,-33.21928095,-33.21928095,-14.91905139,-15.52316742,-18.25804135,-15.09278138,-14.07870497,-14.19116728,-14.7585238,-14.93969552,-14.60578333,-13.014602,-13.33233466,-14.77296023,-13.85105993,-15.40340987,-16.16962917,-14.08108515,-13.92798915,-14.7215329,-13.79475829,-13.59049612,-33.21928095,-17.97633919,-13.13543631,-33.21928095,-13.03974885,-13.29465774,-13.25421407,-16.4377247,-15.08976211,-12.29749543,-16.27784411,-14.62138627,-15.02254085,-14.19511791,-14.03750164,-14.48046446,-12.56214217,-11.94281658,-13.9471241,-16.99666447,-14.58500477,-12.75840543,-14.14652784,-13.17342067,-13.04611499,-14.12556969,-13.88170985,-14.99689597,-12.73190298,-12.26018267,-12.90831365,-12.67579371,-13.39200616,-14.73759583,-16.50004954,-13.97996412,-13.73854875,-13.37631653,-13.94282773,-13.43247768,-13.63935214,-14.50223119,-16.28539625,-16.01318885,-14.52919897,-13.86392875,-13.06407862,-17.85389941,-13.61113509,-14.57571246,-12.51116878,-17.19460263,-12.06866725,-13.07114521,-13.24248944,-12.41655706,-14.80729564,-13.11026842,-14.20468546,-13.86799923,-12.94761639,-14.05652927,-14.16340269,-16.60938543,-13.57748725,-12.46241536,-14.86469833,-14.48960553,-15.85632802,-15.00954152,-14.26822562,-15.1858418,-15.42663783,-15.22124111,-15.69370459,-15.35954753,-15.22246785,-14.7549537,-14.63466517,-15.29676939,-15.21721574,-13.67186293,-15.22346625
hsa-let-7c(1),-9.834535893,-10.74332449,-9.893812672,-8.854064274,-10.14785139,-10.01191395,-10.36294101,-10.05916296,-9.621267719,-11.25313071,-10.80470842,-11.70865586,-7.920707374,-8.186595667,-8.458226697,-7.45103345,-11.3924941,-6.287876332,-9.585046712,-7.708039158,-10.95022725,-12.46735557,-5.102374443,-9.661439501,-10.93509808,-9.993770903,-10.35948516,-9.935112132,-10.38668188,-9.351281046,-8.442960099,-9.792318791,-10.71040478,-9.578717083,-9.29612146,-10.5890128,-9.232958657,-9.604147567,-10.04602246,-7.426779507,-10.08751481,-10.48197546,-8.993127937,-9.789964566,-9.853591299,-9.984024887,-9.203476144,-8.722659432,-11.05099624,-7.370089892,-9.526094341,-8.052691009,-5.779672248,-6.841197154,-8.592167097,-8.740703115,-7.575698482,-9.600897426,-8.715593006,-11.50118918,-9.404905534,-9.200603521,-8.768336852,-9.95237134,-11.19952858,-9.664637487,-9.652527392,-11.25582975,-10.66224075,-10.48912269,-11.71461441,-10.31213977,-8.026124692,-8.911892378,-8.800288795,-10.21658068,-8.11201485,-9.998333805,-9.098790541,-12.12614245,-8.368875818,-10.39956863,-9.352084762,-11.35816001,-9.576341069,-7.891860445,-7.514138958,-8.333660605,-9.077651955,-7.188320733,-7.064296568,-11.63359892,-9.573711449,-7.613482427,-7.573952317,-10.02738489,-10.80784526,-9.513740177,-9.357133808,-12.01601885,-7.539133489,-11.04824937,-8.458765144,-7.196104198,-9.52286425,-7.024349794,-6.993046345,-11.75846464,-9.307712914,-7.916979202,-6.917109105,-7.086357783,-6.310920928,-7.30451511,-5.91629174,-7.345136078,-6.326086849,-7.720480854,-7.771954072,-8.57559526,-8.416116466,-9.308342268,-9.46243912,-9.351615085,-9.129343201,-10.93118254,-9.408529922,-9.948613369,-10.04899726,-10.51158439,-9.606168431,-10.52091496,-8.622359503,-9.277443153,-9.400660778,-9.540402723,-11.01112245,-9.044632297,-11.13980886,-7.609914554,-6.740940708,-9.251163882,-8.292738835,-11.16691725,-10.46225163,-10.51370362,-9.524802869,-9.532216954,-9.946638709,-8.063931674,-10.92505813,-10.33378201,-8.043007215,-9.462064946,-9.042707039,-8.429333763,-9.952899095,-11.82703853,-11.41577234,-5.594467902,-8.590822319,-7.907151784,-6.929250364,-9.529715057,-7.50286273,-6.158433504,-8.907475793,-8.847354886,-10.84344403,-9.739088054,-8.770653734,-9.787361839,-8.408450597,-8.821624593,-8.71391393,-7.73118694,-9.754076568,-8.499406427,-7.836439939,-9.039166855,-8.914661106,-9.015847416,-10.72871576,-6.42524137,-8.390649798,-6.970307814,-7.012638961,-7.868707464,-7.211284155,-8.500096006,-10.57530166,-5.579121538,-10.06743998,-10.80237548,-7.270603487,-5.37619785,-8.232948147,-11.15996267,-5.913806516,-8.455167366,-7.662863283,-9.327912212,-5.928309051,-5.315304096,-4.641653831,-5.511893598,-8.95981282,-7.706327334,-9.156782022,-7.798737868,-6.772924995,-7.011956476,-8.356738279,-9.031287516,-6.296223879,-6.743362311,-8.593498783,-8.665898563,-10.07188407,-8.837475351,-9.13394182,-9.541515371,-10.10873972,-9.952271435,-10.38135562,-9.857735333,-9.241497798,-9.014353743,-9.590795759,-11.0235328,-11.65950495,-10.03603415,-8.698553077
hsa-let-7d(1),-7.923335112,-9.731980288,-7.750273081,-7.061635017,-6.968795018,-6.181738506,-8.819851872,-7.522280467,-7.906201358,-9.064772491,-6.84095236,-9.075626698,-11.57278509,-8.995177966,-10.70674762,-10.08557302,-8.76168539,-9.542191982,-10.34623769,-8.075813309,-9.670742941,-11.1440688,-8.924871695,-7.528981461,-8.703180148,-6.112762914,-7.420136162,-8.697523154,-8.281365965,-8.757337773,-7.177133207,-8.584240043,-8.556371588,-8.924176229,-7.211436339,-9.244224275,-8.091391827,-8.738678582,-6.816908566,-8.604301725,-7.724363457,-10.18856376,-7.573859381,-8.186661063,-6.721714203,-8.862446452,-7.081291273,-7.395394839,-6.974083724,-7.547752912,-8.143597765,-7.950366464,-6.33189647,-7.491679169,-8.33938125,-7.938344795,-8.068586383,-7.633647231,-7.578703431,-10.87868645,-8.130152438,-8.233994261,-7.720811448,-7.928164339,-9.154147528,-8.057039767,-7.835815171,-10.19497347,-10.0176637,-9.781165049,-9.421940621,-9.406657812,-9.454662053,-10.450906,-10.98546743,-9.940804406,-9.831221131,-9.937585775,-9.998451841,-9.448551657,-9.896029848,-10.03299709,-10.34684977,-9.69495445,-8.949799951,-8.237108845,-9.218324523,-8.606732768,-7.734527211,-7.920553311,-8.298810109,-8.681346577,-9.62297009,-8.079955938,-8.527085601,-9.529486052,-9.567402893,-8.425449206,-8.287326065,-7.903480076,-9.588152154,-9.574674032,-9.674555192,-9.921347516,-8.485639942,-8.448347935,-9.312051325,-8.771461087,-8.218141274,-8.819289427,-9.224179242,-8.415498347,-8.469155424,-10.13766534,-9.701496175,-9.421549991,-9.81391237,-9.539796348,-9.889057065,-9.568064634,-9.533021079,-8.594159929,-9.005969112,-8.209605603,-8.152890227,-9.47590316,-8.964170184,-8.512398315,-8.94479115,-9.79919682,-8.789768369,-8.879311225,-8.397032012,-7.90389037,-10.51408691,-8.911943638,-8.212942482,-9.001068824,-9.833193823,-9.072087495,-8.570632624,-8.373044877,-8.300765105,-9.229482937,-8.337287654,-8.235199531,-8.514762385,-8.426976641,-8.242677382,-8.765007268,-8.283835396,-7.629050021,-8.699945655,-8.944277927,-7.720044691,-8.520659861,-9.068938473,-8.689302933,-9.010117335,-10.45014567,-12.19794457,-9.877677118,-9.875380095,-10.03495037,-11.44165082,-10.08439012,-9.932580606,-9.87899044,-10.41915081,-9.664225055,-9.913271078,-10.91626357,-11.78507138,-10.37564845,-10.44503886,-9.854648862,-11.39059363,-10.23675693,-9.884598181,-9.72155986,-9.470758589,-9.280182466,-10.18381593,-10.04419087,-11.90385978,-8.727071661,-8.697383209,-9.600851633,-9.374452571,-8.981911888,-9.854577753,-9.521619229,-9.903933457,-9.425958267,-8.823357783,-8.356942564,-9.13307723,-11.0282294,-8.642891278,-9.406622596,-8.224627481,-10.28781784,-8.129405518,-8.034141482,-8.590193811,-8.179153457,-8.794291223,-8.229024859,-8.535116342,-8.423906495,-8.01144998,-8.663138986,-8.485901778,-10.76811565,-8.39581575,-7.854370816,-7.802306642,-9.189828786,-8.578141173,-8.131185185,-7.807108846,-8.006818998,-8.433676931,-8.171872891,-8.505540066,-8.764646343,-8.45225642,-6.345259704,-6.995642881,-7.590599304,-8.037429746,-8.132334413,-7.707952187
