Embryological_type,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut
hsa-miR-27a(1),-8.21385231,-7.905596444,-12.45646747,-7.697230121,-8.130464491,-6.963738732,-6.0824012,-9.020754974,-9.612990738,-8.120216757,-8.384676038,-7.150404371,-11.19765163,-7.259055051,-7.656280937,-10.88703784,-7.790213697,-9.179107636,-9.065502883,-9.596867344,-6.381346419,-6.688019974,-8.649321069,-5.345227374,-6.732162154,-7.035562058,-6.904723392,-6.996668615,-7.488700734,-7.151950567,-7.388980649,-7.203668105,-8.328830738,-8.21098698,-9.960427417,-8.242317464,-8.404362338,-9.492684213,-6.083233864,-8.399745595,-5.049873125,-6.592126608,-6.26186178,-7.025376948,-6.479437003,-4.730102597,-6.047400245,-7.503275141,-7.90804325,-6.340289342,-6.43365288,-7.793698783,-7.31169021,-5.476472055,-6.672358913,-6.775498769,-7.431074711
hsa-miR-429(1),-8.263340834,-10.06853766,-11.32773826,-11.32508563,-10.77062318,-12.60036497,-9.328729617,-9.086084007,-6.824731837,-10.09796213,-8.336982699,-7.738391604,-12.47168618,-7.606977048,-6.873126244,-9.742648449,-8.562484927,-9.247446772,-7.955826264,-7.651195349,-7.640245031,-7.910743461,-9.175390066,-6.846190888,-7.216151552,-7.852550537,-7.303554854,-7.793851808,-7.949973104,-7.156354405,-8.52382335,-7.118820277,-9.816790327,-9.527855613,-10.21075487,-9.542329817,-9.618882977,-9.516630752,-8.544244806,-8.404925557,-7.981170145,-9.113210083,-8.491186264,-9.538716676,-10.81279617,-19.15757224,-9.331125969,-9.032434488,-9.868222028,-8.498392628,-8.872935491,-6.703139309,-7.049409683,-7.098572967,-6.900105653,-6.55204196,-7.444448556
hsa-miR-328(1),-11.55508282,-13.1915585,-7.915451855,-11.43832955,-10.35270343,-8.450616339,-10.65689923,-11.55990081,-11.53532772,-8.671578209,-9.888285589,-9.962266957,-7.918977549,-11.25786022,-11.0627923,-6.819665775,-11.67064433,-9.641715665,-8.87824337,-9.487788926,-10.94574655,-10.139678,-8.285267281,-10.86755609,-10.52074202,-11.16386081,-10.66159803,-10.90961975,-9.44817196,-10.58268111,-10.0328372,-9.770857586,-12.09075289,-12.53568317,-10.28633346,-10.75376536,-9.839421929,-13.00636428,-10.01239387,-8.954011011,-11.14973678,-10.85334303,-10.30952773,-11.2661225,-8.452048479,-10.00818165,-11.34903515,-12.49650676,-12.1768013,-10.75654555,-9.678572065,-11.99640941,-10.65810163,-10.80129404,-9.84137012,-10.06405506,-9.248448501
hsa-let-7d(1),-9.454975249,-10.98568292,-11.59253365,-9.89629108,-9.889349695,-9.072886607,-8.570833943,-9.83141744,-9.938100823,-9.533288752,-7.634141833,-7.579432977,-10.87938094,-7.721264947,-7.928409092,-9.154879757,-8.057589698,-7.836427074,-10.19592962,-10.0179087,-8.964584461,-8.373334902,-9.230282037,-8.235529534,-8.514985298,-8.427215331,-8.243000028,-8.59454271,-8.210397162,-8.153146417,-8.945373827,-8.33768776,-7.396025629,-6.974299263,-8.143817795,-7.950499753,-7.492026461,-8.339634417,-8.790001028,-8.880010215,-8.396940315,-8.911989655,-8.213121316,-8.700571852,-8.945797773,-7.720288622,-8.521037188,-7.548117797,-10.51433418,-8.284759682,-9.069269843,-10.03324985,-9.695225442,-9.001227436,-9.010214066,-10.34700625,-9.833411441
hsa-miR-100(1),-7.948756412,-7.955261863,-9.203489903,-7.26766273,-7.167263182,-6.804323671,-6.914848364,-6.957655461,-9.3879016,-6.863728886,-8.207652126,-7.964525001,-9.674884566,-8.715955489,-9.536337571,-9.240956797,-8.878729529,-8.20393949,-8.602362545,-8.484228554,-8.690674702,-9.03090173,-10.01189181,-8.715894219,-9.517770362,-9.485745668,-8.899026183,-8.118081157,-8.313990909,-8.160526916,-8.485349048,-8.796149134,-8.295484154,-13.52898281,-9.906923374,-8.5996585,-8.493380738,-10.27193295,-10.21884384,-7.647349718,-8.083958374,-8.436325619,-7.609021545,-8.126765173,-7.021928954,-10.22998313,-6.912695892,-7.961389683,-10.27752334,-11.26555766,-7.600509725,-7.68278886,-8.752372297,-8.529705619,-10.37797575,-8.868301583,-9.119500393
hsa-miR-423-3p(1),-9.578957891,-10.69062225,-8.55600669,-9.433642903,-9.33980221,-7.81900363,-9.219675359,-9.763764084,-9.924244101,-7.983164103,-8.008465083,-7.605727685,-7.798682994,-9.102747404,-8.886477862,-7.018795783,-8.698042958,-7.793501283,-8.455672034,-9.288709987,-8.523921059,-9.028384898,-8.676287963,-8.441637842,-8.673282858,-9.157429715,-8.675080924,-10.08287209,-7.739104368,-8.313124333,-7.925921566,-9.208868604,-7.042683797,-8.196979179,-8.509812985,-8.574665484,-7.457484948,-8.394575911,-8.633881908,-7.447051009,-8.894125257,-8.818106376,-7.867668633,-8.486248968,-6.672314475,-9.059877365,-8.349997473,-8.598429995,-8.302763084,-8.15864331,-8.074203727,-9.986142291,-9.602909348,-8.613815108,-8.374997853,-8.977285729,-8.188147852
hsa-miR-24(2),-7.680777492,-6.854215401,-10.40916555,-6.995995195,-7.125843235,-6.726919179,-6.152977222,-7.674198112,-8.824242282,-7.311816733,-6.187060132,-5.566213531,-8.606615116,-6.074824131,-6.721581298,-7.962372021,-5.908960269,-6.525137264,-7.468408236,-7.292001751,-5.649220931,-6.531812941,-7.89641379,-5.748397052,-6.085966106,-6.5818876,-6.164534971,-6.832018079,-5.643073956,-6.055256723,-6.286193278,-6.577696856,-5.784049918,-5.655520009,-6.552684589,-5.891801543,-5.83628422,-6.257006073,-6.024466469,-6.819963056,-5.749227216,-4.947774482,-5.629218813,-6.683430925,-5.948046822,-5.238274213,-7.354408855,-5.874319616,-8.619521757,-7.104911248,-5.4505547,-7.499782142,-7.569771978,-6.282281063,-7.831285677,-6.954522673,-6.682177599
hsa-miR-200a(1),-6.828428809,-8.151305229,-9.953970944,-9.83705273,-8.663604465,-9.450615834,-6.880524848,-7.813267251,-6.361836236,-8.15691821,-6.395038307,-6.014978846,-10.68979034,-6.021045569,-5.172966301,-8.314787259,-7.185626653,-7.152286479,-6.547654934,-6.510295952,-5.407467174,-5.203306143,-5.71159307,-4.41184949,-4.555158014,-4.768716401,-4.731539275,-6.18499935,-5.109711047,-5.010863365,-6.616932506,-4.959601403,-6.902522444,-6.856991219,-7.818374679,-7.163011417,-7.082374219,-7.084399227,-6.070661236,-7.032013573,-6.473351149,-6.716831,-7.009943309,-6.796827015,-8.490867553,-16.58107132,-6.992099728,-6.791271122,-7.028510522,-6.115030059,-6.006814788,-5.665795975,-5.540262407,-6.30119848,-5.251702502,-6.131043241,-6.041215647
hsa-miR-98(1),-10.22354692,-12.29372651,-12.43736099,-12.21350154,-12.65788485,-12.51289792,-12.16756617,-11.00935585,-9.08694518,-12.15360318,-8.998938198,-8.637791171,-12.20130904,-8.845759543,-8.590200973,-10.53549045,-8.860741883,-9.214975431,-11.32104198,-10.24969945,-11.0097544,-10.69469811,-12.40420886,-10.42622741,-11.58928051,-11.24546729,-11.37967578,-10.85837762,-10.27943168,-10.50449672,-11.48534957,-11.22064851,-9.646692429,-9.752852683,-9.414999828,-9.060359442,-9.717817895,-10.96956043,-10.70983163,-10.88001157,-10.66782285,-11.82197817,-11.08815938,-11.88635497,-14.27335709,-9.22312351,-10.47478706,-9.310773247,-10.65132441,-11.03999749,-13.0270363,-10.30752618,-9.760574466,-10.91987447,-10.40665472,-10.3955351,-11.10881293
hsa-miR-1224-5p(1),-11.30587434,-14.07857098,-7.726736724,-14.56000971,-12.32701534,-12.79301005,-15.05382432,-11.40200137,-9.852589217,-11.14090403,-10.7593511,-11.11848966,-8.208344509,-11.7013079,-12.34847075,-7.989289034,-11.54920825,-10.05193631,-8.844647503,-9.54773146,-10.86631401,-12.17486548,-9.880646564,-13.26687241,-12.01670511,-12.32272976,-11.2298809,-11.42419412,-10.05200676,-11.52853524,-9.925921566,-12.40449823,-10.87498233,-10.96700243,-10.66230628,-13.2577719,-11.91598626,-15.83564415,-10.11192912,-9.032013761,-12.64355152,-12.23185732,-12.36371134,-15.40800661,-10.06277379,-13.64801715,-11.80612927,-12.99517797,-12.9222326,-11.26555766,-13.04629927,-12.008675,-11.27147282,-12.84629264,-10.10731624,-8.811232182,-7.97179443
hsa-miR-142-5p(1),-9.770105346,-11.11057274,-14.68364106,-9.307438423,-12.78220757,-9.646167506,-10.03145802,-12.56163976,-12.87879405,-10.35533556,-11.83919197,-11.26892867,-13.17950242,-11.36849054,-11.71195956,-11.83240489,-12.79837497,-13.47377731,-10.62278133,-13.29930035,-11.67366692,-13.54959309,-15.40174762,-10.65235963,-11.761323,-13.06824954,-10.80246075,-12.80705432,-12.14172197,-12.43342942,-11.73327579,-11.78690013,-13.06974964,-13.38313194,-13.62231961,-12.89953387,-10.95058362,-12.73047386,-13.33463343,-12.20194103,-12.2809835,-11.63321726,-12.66354596,-10.99404468,-14.27335709,-12.31537998,-9.662459427,-11.26472323,-12.79052414,-11.96599782,-12.14251753,-9.701605795,-9.623032718,-12.06994812,-13.62961517,-13.2891558,-13.60603824
hsa-miR-375(1),-3.663726961,-4.905756708,-0.623211775,-5.330795839,-4.492786494,-4.656383421,-3.242767518,-3.199848172,-3.052851273,-3.105675466,-1.752893123,-2.310810483,-0.409470861,-2.608310205,-2.675086498,-0.917382217,-1.491757197,-1.432155577,-1.014146313,-0.88514396,-2.751641232,-1.994179311,-0.582534212,-3.713626657,-1.734804023,-1.381193416,-2.38813823,-2.294833579,-4.148218173,-1.997198049,-2.010042181,-1.675586144,-2.781221431,-3.361274168,-1.330099016,-2.929416567,-2.788447852,-3.561219913,-2.234973898,-1.364704874,-3.850726606,-3.355688853,-3.016562682,-3.589035317,-1.862173574,-3.071391949,-3.345689471,-2.37427541,-3.800465721,-1.555016927,-2.832206344,-2.634022862,-3.166679968,-3.120523151,-0.84214362,-1.082430186,-1.011656248
hsa-miR-431-5p(1),-17.31098216,-20.94898562,-29.89735285,-16.16603382,-29.89735285,-15.60244497,-17.59814484,-18.55861647,-29.89735285,-16.11394531,-18.72993471,-14.09614973,-29.89735285,-18.42567764,-15.11394531,-18.04014938,-22.82053726,-17.69584151,-29.89735285,-17.65061226,-29.89735285,-17.92796633,-29.89735285,-20.86117924,-19.82053726,-29.89735285,-29.89735285,-16.89418635,-15.50530381,-18.81387353,-29.89735285,-17.26936307,-17.47739268,-14.44292503,-17.32275933,-14.71433785,-16.63731543,-18.34180508,-12.59735787,-29.89735285,-13.73386041,-17.36110564,-12.4824612,-29.89735285,-11.36533563,-13.97737226,-13.69507595,-17.51743304,-17.68668151,-13.64431793,-15.99610882,-18.29465399,-19.14916,-21.59357211,-19.41555342,-29.89735285,-29.89735285
hsa-miR-200b(1),-6.825557623,-9.356542771,-9.97793083,-10.18004794,-8.896415509,-10.3335775,-7.733745556,-8.60613493,-6.607736641,-9.237977944,-6.054658101,-5.70741808,-10.05942932,-5.755435011,-5.22009614,-6.762246382,-6.415158645,-6.514111321,-7.414013096,-6.641355571,-5.66804356,-6.371666697,-8.185039972,-5.397830338,-5.686256159,-6.055116469,-5.625088291,-6.83044495,-6.203259528,-5.644335749,-6.998566789,-5.494101593,-6.73347611,-6.571054221,-7.446549117,-6.99614142,-6.374254099,-6.335224114,-6.7418646,-7.304698048,-7.158037827,-7.351309295,-7.247001174,-7.351089515,-9.043408299,-18.0285303,-7.564177299,-6.474749332,-6.98544616,-6.831571889,-7.090024467,-5.450410674,-5.03446606,-6.348167367,-5.777772177,-6.321678126,-5.682425184
hsa-miR-340(1),-9.457084867,-11.09024325,-13.98436999,-12.281558,-12.92905731,-13.27843688,-13.01444716,-11.07323316,-9.717327172,-12.59937981,-11.28651544,-11.24237426,-16.08357166,-11.10184583,-10.05964178,-13.51878704,-11.81657696,-11.34510029,-12.81181815,-12.024095,-12.02981469,-11.95247497,-15.40174762,-11.15341257,-12.6037465,-12.82682306,-12.57690484,-11.54873707,-12.05500865,-12.17928829,-14.73386041,-13.25674074,-11.99891679,-12.40173982,-11.41630239,-11.77234306,-11.07102782,-12.07660048,-12.91927926,-12.06443812,-11.06843542,-12.31674096,-11.77046189,-12.29360337,-15.27050309,-10.71485181,-12.10185852,-11.16815036,-11.4398357,-12.15864042,-13.91364666,-10.65959905,-9.477056435,-10.90013202,-12.00246998,-10.90500086,-13.10349557
hsa-miR-150(1),-10.87155362,-13.20831037,-29.89735285,-9.815177819,-12.69200823,-9.767473701,-9.649100963,-12.26251345,-14.12679219,-10.16213401,-10.59759928,-9.582643496,-12.10911246,-12.70678545,-12.36705321,-9.522221127,-12.67830726,-12.60833362,-11.81181815,-13.48696776,-13.50362724,-13.39551567,-13.08228233,-12.16945898,-13.07188471,-14.16338424,-11.08786103,-13.23154507,-12.62204674,-13.70853223,-10.92592157,-11.87234851,-13.70853223,-14.21457767,-13.73779683,-12.61669081,-9.54036795,-12.67729578,-14.91810631,-12.71651129,-14.79816944,-13.55305695,-13.2840238,-11.21268298,-12.4648762,-12.11772967,-10.93647417,-12.22227104,-13.33761729,-12.96600359,-10.95246639,-10.6261429,-9.889340117,-13.00203792,-13.26890731,-15.7066022,-12.43607326
hsa-let-7a(3),-5.592159805,-6.530821724,-8.957539084,-6.572766844,-7.090226146,-6.565564302,-5.682931154,-5.585509351,-5.339475873,-6.952231089,-5.206644487,-5.307582115,-8.494050551,-5.475861266,-4.920946058,-7.089043007,-5.531448962,-6.026249075,-7.464958272,-7.021221715,-6.494007768,-6.036799869,-7.625868454,-6.868196241,-7.052903377,-5.552256747,-6.585321072,-6.688244462,-6.594836641,-6.464970507,-8.01779503,-7.277158539,-4.896537371,-5.046634349,-5.024099697,-4.141770225,-4.038402084,-4.022039814,-7.370847645,-7.443528873,-6.338257054,-6.83071211,-7.392797147,-5.204371558,-7.66016974,-4.877635987,-5.99739682,-4.156950405,-5.933678415,-6.580243634,-7.991482958,-5.654946724,-5.71296462,-6.063035547,-6.723846349,-6.717778412,-7.846222924
hsa-miR-23a(1),-9.897110723,-10.12461946,-13.01286034,-9.294631338,-9.887783899,-8.022934644,-7.840566652,-10.0733886,-11.90525539,-9.295196805,-7.975822776,-7.295339113,-10.28873345,-7.608923532,-7.977200295,-9.414323392,-7.593161426,-8.922378881,-9.939971614,-10.97447524,-7.973228286,-7.779901886,-8.161034748,-6.94493863,-7.846978396,-8.00103856,-8.019084113,-8.88515186,-8.708642683,-8.231476995,-9.209714898,-8.493602241,-8.169205634,-8.433014512,-9.376835839,-7.639250963,-8.013430215,-9.362268316,-9.137924621,-9.66588555,-7.707032316,-8.885404273,-8.348540351,-8.34478741,-8.053058934,-5.644176937,-6.860339189,-6.731111911,-8.803592298,-7.935330959,-7.444313116,-8.494516691,-9.912721618,-7.524264685,-7.809468899,-8.7902616,-8.924176118
hsa-miR-129-5p(2),-12.79786121,-12.70898616,-9.267436881,-10.74962622,-9.756267286,-10.20804584,-12.83123212,-11.85919475,-12.8842265,-11.82396439,-11.14449531,-9.464127064,-9.123499722,-11.45108128,-11.07759475,-9.358862659,-9.418235746,-8.938495031,-11.20774383,-9.663755411,-10.74293027,-11.52887623,-6.804295776,-11.28282991,-11.03537242,-13.33911153,-10.18578838,-11.62149662,-10.19371453,-10.52630157,-8.37572462,-11.87724644,-10.16471339,-8.094085701,-11.36029754,-11.93364958,-10.01137354,-14.34060733,-8.988546864,-7.599054186,-12.47689914,-11.36113979,-8.376008336,-13.29349473,-4.1218454,-9.197393285,-9.244006546,-8.203299817,-10.69680861,-5.245753934,-8.236181051,-14.21457767,-14.35565121,-12.00671451,-12.65697144,-8.410762321,-10.26022565
hsa-miR-125b(2),-4.27660815,-5.742616855,-4.654967259,-4.875103455,-4.398436528,-3.888266277,-4.120216606,-4.263638063,-5.353902597,-4.105390659,-6.281179611,-6.074033627,-7.181008539,-6.384100545,-7.515080563,-6.017873928,-6.531086009,-6.029198731,-6.893429765,-6.888983222,-6.762276138,-6.387690429,-6.161034541,-7.20165303,-6.675148594,-7.307314568,-5.676987222,-6.274599781,-6.436378344,-6.244025245,-6.645813667,-6.998935799,-5.867438423,-10.79157731,-5.477760883,-5.030458629,-5.010119221,-6.244482176,-7.526966888,-5.498727095,-5.623902617,-4.918453599,-6.260513864,-5.546443946,-4.729195541,-5.062067163,-4.752779091,-5.949551942,-6.745687935,-8.954771056,-5.222651314,-6.693152036,-7.752193437,-6.253962221,-8.56689109,-6.426683183,-6.329100508
hsa-miR-149(1),-8.635936795,-12.22356072,-9.446884615,-11.74117594,-12.52695491,-10.07680146,-12.98961718,-10.05138203,-10.10197426,-10.27534573,-14.38005255,-14.64987032,-15.27621674,-14.99140182,-11.68515573,-13.45745706,-15.26481198,-12.09753371,-13.36780029,-14.05627997,-13.21423487,-13.39551567,-10.94477653,-12.04822268,-12.63828086,-14.24506804,-14.71046484,-13.12192261,-12.4227438,-12.55885149,-14.73386041,-14.68364106,-14.39862828,-16.34660607,-12.54182969,-14.92257979,-12.24476693,-14.01748247,-13.92034131,-13.9383471,-14.35262986,-15.77776323,-12.93803006,-12.90658408,-10.02429932,-7.905960415,-12.47426157,-14.02949499,-14.92257979,-13.38159143,-11.19744495,-13.60964047,-12.56097705,-13.80641344,-8.805761866,-9.742770814,-9.914838267
hsa-miR-484(1),-12.49327572,-13.07326425,-12.8273053,-11.26177997,-11.99494241,-10.43043798,-11.58446547,-12.72353911,-11.85458734,-10.34536678,-10.49344209,-9.560607687,-10.71135713,-10.80172147,-11.23722113,-9.770393847,-10.24767214,-10.42484842,-10.97993998,-12.09387757,-11.91878203,-10.86725962,-10.27492562,-9.879814472,-10.03959809,-11.61418761,-10.34370106,-11.2896505,-9.936759765,-10.78857319,-10.34095907,-10.15507961,-11.33618426,-11.0561448,-11.04126477,-10.60290037,-10.13325717,-11.37063585,-11.45985272,-10.93890492,-10.66580352,-11.17131435,-10.29247391,-11.90657855,-10.57178827,-9.533602005,-11.37121281,-11.84317252,-12.06717811,-11.50656673,-9.645883157,-11.80777824,-10.83912061,-11.58746355,-11.09897598,-11.71475482,-11.30831988
hsa-miR-129-2-3p(1),-13.63511116,-14.44292503,-14.87845723,-12.83022315,-12.18951519,-14.59886064,-16.09362533,-15.10374954,-16.61252875,-15.94061371,-11.56392231,-9.918692663,-11.67700287,-11.51568317,-10.00753996,-11.03623262,-9.679747715,-11.70018416,-13.20775065,-11.93106146,-11.71947106,-13.84198568,-11.40420886,-13.95200047,-12.04228974,-15.12937535,-11.23986692,-13.27001847,-10.0992624,-11.83597111,-11.56335024,-12.7281912,-10.69207028,-7.587095387,-13.554792,-13.01550998,-10.2234555,-14.76565663,-13.33463343,-8.976972374,-15.08858974,-13.7757384,-8.739076011,-13.53410784,-8.21153128,-11.02423321,-11.15618216,-7.487453101,-13.04968375,-7.450298391,-14.63144484,-16.20910254,-15.97737226,-13.78793026,-14.88717445,-11.61410169,-10.97179552
hsa-miR-30a(1),-6.703310986,-6.373499604,-10.2136146,-6.924376047,-7.196763281,-7.520878467,-7.055617301,-6.446239361,-7.919907662,-7.338346471,-8.706425615,-9.442556571,-11.13802703,-8.040106091,-9.537938934,-10.09057198,-8.891348724,-8.952360616,-7.895339311,-8.170986246,-7.26640034,-8.752542779,-10.54622813,-9.53920499,-8.736016728,-9.151025521,-8.013185689,-9.005770857,-8.285501341,-8.872347831,-6.913097476,-8.658276486,-7.907755318,-8.414981608,-9.54881811,-8.26331601,-7.667516605,-5.016786751,-7.042767302,-7.703687635,-6.537160807,-5.439668887,-8.350083149,-5.771852671,-7.487592393,-8.889859458,-8.306008112,-8.355065799,-5.581624898,-8.612851223,-8.479226416,-7.543668373,-8.040687592,-8.736946512,-10.96270885,-8.112660504,-8.831213066
hsa-miR-10a(1),-5.876193511,-8.393870159,-8.604471822,-6.70780274,-7.785850997,-8.328900321,-7.312086779,-7.285236226,-5.957844301,-8.042102632,-9.137116961,-8.918474149,-10.77805707,-8.043637065,-9.040742678,-9.232892548,-8.496976826,-8.713194839,-9.4641505,-9.660205927,-9.425740148,-9.124548597,-10.81924636,-9.215600575,-10.29961671,-10.29618237,-9.964776193,-8.678576794,-9.074678558,-8.900675254,-9.032836446,-9.342210485,-8.378667046,-10.904456,-9.741757598,-8.473137347,-8.803402141,-9.079344173,-10.45985272,-9.629048447,-9.616208393,-9.134725884,-8.908495534,-9.672115992,-9.34148964,-10.50068118,-8.17782616,-7.936282633,-9.113736692,-12.15864042,-8.573536113,-6.405592218,-7.366222015,-7.060370033,-7.850331815,-9.812580791,-8.547106413
hsa-miR-99b(1),-8.684482478,-9.534344247,-9.839799987,-8.13524905,-8.371177933,-8.234041021,-7.895943285,-8.540674685,-7.849015324,-7.688368399,-7.252225708,-6.968486637,-9.020306175,-7.722236753,-7.931916253,-6.94678966,-7.354134784,-7.714423601,-8.2658476,-8.22895431,-6.988919367,-7.670698126,-8.381840686,-7.038279554,-7.1604489,-7.798469394,-7.016132073,-7.732122583,-7.012437274,-6.678987395,-6.755996564,-7.534613324,-7.301564749,-8.237563781,-8.088525726,-7.358219134,-7.821899819,-9.688016107,-6.211925096,-6.905481252,-7.136402713,-6.596266432,-5.613018487,-8.245850882,-6.821016258,-6.511312117,-7.522471241,-8.025549865,-8.997066074,-7.518914841,-6.820176113,-8.268576714,-8.237673951,-7.67996515,-7.558548749,-7.477576768,-6.854456282
hsa-miR-301a(1),-11.27654596,-13.42060665,-15.36475342,-15.01032268,-14.41429288,-15.60244497,-12.88516482,-13.68934717,-11.84396253,-14.15809964,-11.76945422,-11.06806988,-17.0855768,-11.56952833,-10.61553826,-13.79406505,-12.25863413,-11.71723973,-13.75564483,-12.93449073,-11.544387,-11.23626719,-12.81924375,-9.296339289,-10.70587188,-10.98173311,-10.9668465,-11.42419412,-10.66498346,-10.63129381,-12.41135064,-9.682457488,-12.39399294,-11.26094064,-13.39240976,-12.64626808,-12.23620106,-13.93608405,-11.11192912,-12.35394337,-12.97285347,-13.66103963,-10.70977364,-13.40957561,-13.27222908,-10.08271719,-11.10325116,-12.64833202,-14.30805283,-11.79607474,-13.28168012,-11.99717591,-11.38438868,-11.78311741,-11.32351339,-12.94783388,-12.06167866
hsa-miR-670(1),-17.1852558,-17.86117924,-29.89735285,-17.57542476,-15.73779683,-29.89735285,-18.86117924,-16.52557621,-17.47476242,-18.11190039,-13.92257979,-12.60996512,-18.08758473,-13.77979091,-11.79164892,-14.04160837,-13.13885635,-13.05193631,-29.89735285,-14.00794396,-13.35112155,-13.41744631,-13.08228233,-12.31238302,-12.87373926,-14.96809445,-12.00039967,-13.19407108,-12.26145764,-12.96328194,-12.7332807,-12.07129477,-14.41429288,-11.05662717,-16.73779683,-15.73779683,-15.17668107,-20.9258093,-29.89735285,-12.20194103,-14.67229608,-14.55305695,-13.15512238,-15.99610882,-15.27050309,-15.4655941,-12.58395606,-13.26081319,-20.01013224,-10.38103532,-14.63144484,-20.29558207,-16.92437307,-17.59528518,-14.97272589,-14.27050309,-12.33298004
hsa-miR-96(1),-8.229030061,-10.99558146,-12.041432,-14.25349666,-11.6278837,-12.01540247,-15.37697972,-9.61504378,-6.604066308,-10.39820185,-9.831989315,-9.813969619,-13.91587476,-8.747816586,-8.057203072,-10.50269758,-9.640249348,-10.29823727,-11.96381779,-13.85261723,-10.26427781,-8.152773557,-13.40487372,-12.84300291,-10.00689411,-9.080027984,-10.06106205,-8.506496943,-7.070115413,-7.293753673,-9.118566644,-13.00011006,-10.3072154,-8.900649052,-10.40060828,-10.82977932,-11.18587072,-10.4124867,-29.89735285,-9.851441249,-10.76640781,-9.141969719,-7.70398361,-10.61900322,-9.950299561,-18.0285303,-9.489043847,-10.00932611,-10.93287378,-9.047134725,-9.333979668,-13.69507595,-13.96347782,-12.48465897,-10.88960284,-10.94783673,-10.83341012
hsa-miR-151-5p(1),-9.442409013,-12.53509222,-12.36336161,-10.37282644,-11.22861327,-9.927938226,-9.62906901,-9.921479703,-9.683773942,-11.00392392,-8.03907736,-7.824291001,-10.73766626,-8.376376962,-8.177919745,-9.186988655,-8.338029916,-8.013432079,-10.75523333,-10.67373997,-9.596852821,-10.22067089,-10.59685282,-8.382380737,-9.325006973,-11.30445059,-9.341012395,-10.47385117,-9.049009578,-9.83799915,-11.73327579,-8.788053975,-7.633889358,-8.423501468,-8.844424005,-7.995691926,-7.886585401,-8.506714697,-10.83182102,-9.823427053,-9.7865841,-9.853343026,-9.553052611,-8.875102904,-9.845962005,-9.153106991,-9.234235201,-8.609942007,-10.5729789,-8.214454256,-8.600687535,-9.171928345,-9.131455735,-10.00004949,-9.755730883,-9.946355636,-10.47671822
hsa-miR-185(1),-11.03808197,-14.8314319,-10.7664254,-10.96392153,-13.18181979,-10.79300749,-12.96520732,-11.85172649,-11.69328326,-10.94085191,-10.04164486,-10.63853382,-10.48648335,-10.28934716,-10.74162297,-11.05317121,-10.41930415,-10.14718401,-10.11582184,-10.84044794,-10.76677726,-11.75983132,-11.70376974,-12.33079334,-11.69167413,-14.38621792,-11.70935328,-13.52557621,-11.33984802,-11.39976216,-10.64581266,-13.40487372,-8.592038644,-9.303822218,-8.492480517,-9.883712587,-9.197251849,-10.67255978,-13.92034131,-11.13154879,-11.7664053,-12.15168509,-11.66354596,-12.60172739,-10.95029813,-12.40148222,-12.23787951,-9.812550953,-13.45583514,-11.01180244,-12.16761263,-12.05562267,-11.98271079,-12.16194888,-12.37111345,-11.55872092,-12.49052504
hsa-miR-153(2),-8.065929239,-10.11491127,-12.68529351,-14.03190954,-12.46962262,-14.01509192,-13.1454558,-10.3616731,-7.997619049,-11.59674558,-10.67553212,-10.23472098,-14.76565663,-10.20751352,-9.308638218,-12.9543917,-10.81341133,-10.26348314,-10.37885721,-10.6794756,-9.731152986,-10.06970313,-11.49731983,-7.388417094,-8.964062014,-9.900111339,-9.50289958,-10.24107116,-8.168296022,-8.810573897,-11.41134671,-9.71278498,-10.51286208,-11.52157946,-12.11862118,-11.80399203,-11.29723305,-13.04870546,-8.615503741,-9.436404083,-10.38789483,-11.38385656,-9.515713798,-11.70864329,-12.4648762,-10.15029575,-9.451933794,-10.99680146,-12.33021375,-8.531370092,-12.54106424,-10.25168035,-9.048787217,-10.24272382,-10.49597956,-10.9597434,-10.71523012
hsa-miR-155(1),-13.04147457,-16.70198065,-29.89735285,-11.73068467,-14.56699614,-12.60036497,-12.12638576,-14.39862828,-14.50866283,-12.69741218,-12.84681332,-12.68545506,-17.0855768,-13.10908059,-13.40018711,-13.45745706,-13.21853267,-13.68554059,-13.86979237,-14.89594466,-13.86547938,-15.47213695,-29.89735285,-15.93156857,-15.17134762,-15.16073952,-13.40957561,-14.67229608,-14.96347782,-15.22559067,-13.73386041,-15.03432814,-11.93280892,-13.10788289,-13.54269023,-12.47479527,-10.89561481,-14.4333177,-13.92034131,-14.52217763,-13.40018711,-13.36171296,-14.36780029,-13.9937534,-29.89735285,-13.52898281,-13.14324828,-11.82284549,-13.90034984,-13.38159143,-13.60783823,-12.26587025,-10.81651972,-12.95605302,-15.99610882,-17.65358382,-15.60244497
